dataset,balanced_accuracy,qwk,spearman_r,precision_c1,recall_c1,f1_c1,precision_c2,recall_c2,f1_c2,precision_c3,recall_c3,f1_c3,mae,loss,range_0_pct,range_1_pct,range_2_pct
val,0.5147753118341353,0.46639782244219385,0.49895176645593525,0.6775244299674267,0.8253968253968254,0.7441860465116279,0.5967741935483871,0.502262443438914,0.5454545454545454,0.325,0.21666666666666667,0.26,0.5409772869122632,0.22950934592152178,0.6228893058161351,0.34709193245778613,0.0300187617260788
test,0.49387959387959385,0.4452733969213334,0.4452995773876204,0.6390728476821192,0.7658730158730159,0.6967509025270758,0.5161290322580645,0.43243243243243246,0.47058823529411764,0.3695652173913043,0.2833333333333333,0.32075471698113206,0.5884888377528958,0.2589488296249833,0.5730337078651685,0.4044943820224719,0.02247191011235955
