dataset,balanced_accuracy,qwk,spearman_r,precision_c1,recall_c1,f1_c1,precision_c2,recall_c2,f1_c2,precision_c3,recall_c3,f1_c3,mae,loss,range_0_pct,range_1_pct,range_2_pct
val,0.5131987837870191,0.47011938414723764,0.48804913013825824,0.7182539682539683,0.7182539682539683,0.7182539682539683,0.5617529880478087,0.6380090497737556,0.597457627118644,0.36666666666666664,0.18333333333333332,0.24444444444444444,0.5432077481867449,0.2240839881811983,0.624765478424015,0.35647279549718575,0.01876172607879925
test,0.5002073502073502,0.47545958417977074,0.48737594412675944,0.6925925925925925,0.7420634920634921,0.7164750957854407,0.5414847161572053,0.5585585585585585,0.549889135254989,0.34285714285714286,0.2,0.25263157894736843,0.549761972623818,0.23514031219794956,0.6048689138576779,0.3801498127340824,0.0149812734082397
