dataset,balanced_accuracy,qwk,spearman_r,precision_c1,recall_c1,f1_c1,precision_c2,recall_c2,f1_c2,precision_c3,recall_c3,f1_c3,precision_c4,recall_c4,f1_c4,precision_c5,recall_c5,f1_c5,mae,loss,range_0_pct,range_1_pct,range_2_pct,range_3_pct,range_4_pct
val,0.35294489410065216,0.5027487515212556,0.5151015891446159,0.6153846153846154,0.20512820512820512,0.3076923076923077,0.5899581589958159,0.6619718309859155,0.6238938053097345,0.5617529880478087,0.6380090497737556,0.597457627118644,0.2413793103448276,0.1346153846153846,0.1728395061728395,1.0,0.125,0.2222222222222222,0.5432077481867449,0.2240839881811983,0.5590994358062744,0.4071294665336609,0.033771105110645294,0.0,0.0
test,0.30663206435464185,0.46553212716563375,0.49221482141133244,0.3333333333333333,0.10526315789473684,0.16,0.5775193798449613,0.6962616822429907,0.6313559322033898,0.5414847161572053,0.5585585585585585,0.549889135254989,0.2571428571428571,0.17307692307692307,0.20689655172413793,0.0,0.0,0.0,0.549761972623818,0.23514031219794956,0.5355805158615112,0.42696627974510193,0.03558052331209183,0.00187265919521451,0.0
