dataset,balanced_accuracy,qwk,spearman_r,precision_c1,recall_c1,f1_c1,precision_c2,recall_c2,f1_c2,precision_c3,recall_c3,f1_c3,precision_c4,recall_c4,f1_c4,precision_c5,recall_c5,f1_c5,ece,brier
val,0.32072791196652006,0.4793387255476579,0.5086650848006076,1.0,0.05128205128205128,0.0975609756097561,0.5776892430278885,0.6807511737089202,0.625,0.556390977443609,0.669683257918552,0.6078028747433265,0.3076923076923077,0.07692307692307693,0.12307692307692308,1.0,0.125,0.2222222222222222,0.020233300209049322,0.5778200657389895
test,0.30185279683558086,0.447575910082201,0.48805355147531854,0.4,0.05263157894736842,0.09302325581395349,0.5789473684210527,0.719626168224299,0.6416666666666667,0.5587044534412956,0.6216216216216216,0.5884861407249466,0.375,0.11538461538461539,0.17647058823529413,0.0,0.0,0.0,0.008027723645814094,0.578665763874506
