dataset,balanced_accuracy,qwk,spearman_r,precision_c1,recall_c1,f1_c1,precision_c2,recall_c2,f1_c2,precision_c3,recall_c3,f1_c3,precision_c4,recall_c4,f1_c4,precision_c5,recall_c5,f1_c5,ece,brier
val,0.26187145497418907,0.2089438425359652,0.1823775605679179,0.0967741935483871,0.07692307692307693,0.08571428571428572,0.44075829383886256,0.43661971830985913,0.4386792452830189,0.4449760765550239,0.42081447963800905,0.4325581395348837,0.17105263157894737,0.25,0.203125,0.16666666666666666,0.125,0.14285714285714285,0.033331846003950456,0.718520786600334
test,0.2513784509849438,0.24922995960190064,0.23558375101207246,0.11627906976744186,0.13157894736842105,0.12345679012345678,0.45933014354066987,0.4485981308411215,0.45390070921985815,0.4541284403669725,0.44594594594594594,0.45,0.20689655172413793,0.23076923076923078,0.21818181818181817,0.0,0.0,0.0,0.05776493219674854,0.7044887566639374
