dataset,balanced_accuracy,qwk,spearman_r,precision_c1,recall_c1,f1_c1,precision_c2,recall_c2,f1_c2,precision_c3,recall_c3,f1_c3,mae,loss,range_0_pct,range_1_pct,range_2_pct
val,0.5744439656204362,0.523725820052104,0.5300620193353437,0.734375,0.746031746031746,0.7401574803149606,0.6083333333333333,0.6606334841628959,0.6334056399132321,0.5135135135135135,0.31666666666666665,0.3917525773195876,0.5184451776642289,0.20700247862549256,0.6622889305816135,0.3170731707317073,0.020637898686679174
test,0.5603889603889604,0.4923271075214538,0.4974127047169175,0.706766917293233,0.746031746031746,0.7258687258687259,0.6025641025641025,0.6351351351351351,0.618421052631579,0.5294117647058824,0.3,0.3829787234042553,0.5404567571168535,0.23106921879986253,0.649812734082397,0.3258426966292135,0.024344569288389514
