dataset,balanced_accuracy,qwk,spearman_r,precision_c1,recall_c1,f1_c1,precision_c2,recall_c2,f1_c2,precision_c3,recall_c3,f1_c3,precision_c4,recall_c4,f1_c4,precision_c5,recall_c5,f1_c5,ece,brier
val,0.2933528774456695,0.47030191361875606,0.5201371278272159,0.6666666666666666,0.05128205128205128,0.09523809523809523,0.5938697318007663,0.7276995305164319,0.6540084388185654,0.5823754789272031,0.6877828054298643,0.6307053941908713,0.0,0.0,0.0,0.0,0.0,0.0,0.06932103033943143,0.5787812068404051
test,0.2757788076774796,0.40017802644964395,0.42032299451030086,0.25,0.05263157894736842,0.08695652173913043,0.53125,0.6355140186915887,0.5787234042553191,0.5076923076923077,0.5945945945945946,0.5477178423236515,0.5,0.09615384615384616,0.16129032258064516,0.0,0.0,0.0,0.008287578204636652,0.6053967310437353
