dataset,balanced_accuracy,qwk,spearman_r,precision_c1,recall_c1,f1_c1,precision_c2,recall_c2,f1_c2,precision_c3,recall_c3,f1_c3,precision_c4,recall_c4,f1_c4,precision_c5,recall_c5,f1_c5,ece,brier
val,0.27292609351432884,0.40293248843752194,0.4432376185816237,0.0,0.0,0.0,0.5590551181102362,0.6666666666666666,0.6081370449678801,0.5474452554744526,0.6787330316742082,0.6060606060606061,0.25,0.019230769230769232,0.03571428571428571,0.0,0.0,0.0,0.024212621611758238,0.5993542960478445
test,0.255583189228049,0.34737878953704715,0.38759144809931245,0.0,0.0,0.0,0.5207547169811321,0.6448598130841121,0.5762004175365344,0.5019011406844106,0.5945945945945946,0.5443298969072164,0.5,0.038461538461538464,0.07142857142857142,0.0,0.0,0.0,0.03876110541043222,0.6199444362277052
