dataset,balanced_accuracy,qwk,spearman_r,precision_c1,recall_c1,f1_c1,precision_c2,recall_c2,f1_c2,precision_c3,recall_c3,f1_c3,mae,loss,range_0_pct,range_1_pct,range_2_pct
val,0.5320608585314468,0.4574329635213319,0.4758792305793973,0.7014925373134329,0.746031746031746,0.7230769230769231,0.5932203389830508,0.6334841628959276,0.612691466083151,0.4482758620689655,0.21666666666666667,0.29213483146067415,0.5352669367199767,0.22324767943618445,0.6397748592870544,0.3320825515947467,0.028142589118198873
test,0.5272701272701273,0.4893245007018495,0.48959730979225363,0.6797153024911032,0.7579365079365079,0.7166979362101313,0.5581395348837209,0.5405405405405406,0.5491990846681922,0.4473684210526316,0.2833333333333333,0.3469387755102041,0.5605885375305062,0.2377980730953288,0.6142322097378277,0.36891385767790263,0.016853932584269662
