dataset,balanced_accuracy,qwk,spearman_r,precision_c1,recall_c1,f1_c1,precision_c2,recall_c2,f1_c2,precision_c3,recall_c3,f1_c3,precision_c4,recall_c4,f1_c4,precision_c5,recall_c5,f1_c5,ece,brier
val,0.32598464087693585,0.46384772884548164,0.49285889664442056,1.0,0.02564102564102564,0.05,0.5741444866920152,0.7089201877934272,0.634453781512605,0.58203125,0.6742081447963801,0.6247379454926625,0.4166666666666667,0.09615384615384616,0.15625,1.0,0.125,0.2222222222222222,0.016746151170304494,0.5640154229092237
test,0.33187608036353733,0.4761924224465607,0.492754416380763,0.5,0.05263157894736842,0.09523809523809523,0.5656934306569343,0.7242990654205608,0.6352459016393442,0.5677966101694916,0.6036036036036037,0.5851528384279476,0.4444444444444444,0.15384615384615385,0.22857142857142856,0.5,0.125,0.2,0.01849599610967386,0.5825199366737044
