dataset,balanced_accuracy,qwk,spearman_r,precision_c1,recall_c1,f1_c1,precision_c2,recall_c2,f1_c2,precision_c3,recall_c3,f1_c3,precision_c4,recall_c4,f1_c4,precision_c5,recall_c5,f1_c5,ece,brier
val,0.2672359951564591,0.4058585127822767,0.443946817838245,0.0,0.0,0.0,0.5444015444015444,0.6619718309859155,0.597457627118644,0.5539033457249071,0.6742081447963801,0.6081632653061224,0.0,0.0,0.0,0.0,0.0,0.0,0.013260360481554021,0.5875666106932107
test,0.2564160001690744,0.3613778750894231,0.38123430744593584,1.0,0.02631578947368421,0.05128205128205128,0.5135135135135135,0.6214953271028038,0.5623678646934461,0.48120300751879697,0.5765765765765766,0.5245901639344263,0.5,0.057692307692307696,0.10344827586206896,0.0,0.0,0.0,0.050573337040807124,0.6231790637592014
