dataset,balanced_accuracy,qwk,spearman_r,precision_c1,recall_c1,f1_c1,precision_c2,recall_c2,f1_c2,precision_c3,recall_c3,f1_c3,precision_c4,recall_c4,f1_c4,precision_c5,recall_c5,f1_c5,ece,brier
val,0.34725798228283733,0.49465390951220944,0.4987564821605032,0.375,0.3076923076923077,0.3380281690140845,0.5512820512820513,0.6056338028169014,0.5771812080536913,0.5370370370370371,0.5248868778280543,0.5308924485125858,0.1875,0.17307692307692307,0.18,0.3333333333333333,0.125,0.18181818181818182,0.05253812624044262,0.6209503292898993
test,0.3028707374747709,0.40284649271433415,0.39697854185065107,0.23529411764705882,0.21052631578947367,0.2222222222222222,0.4978902953586498,0.5514018691588785,0.5232815964523282,0.47685185185185186,0.46396396396396394,0.4703196347031963,0.3333333333333333,0.28846153846153844,0.30927835051546393,0.0,0.0,0.0,0.013559011370857186,0.6473038099864992
