dataset,balanced_accuracy,qwk,spearman_r,precision_c1,recall_c1,f1_c1,precision_c2,recall_c2,f1_c2,precision_c3,recall_c3,f1_c3,mae,loss,range_0_pct,range_1_pct,range_2_pct
val,0.5165828724652254,0.38651468458768057,0.40726703092866406,0.7253886010362695,0.5555555555555556,0.6292134831460674,0.5212355212355212,0.6108597285067874,0.5625,0.2839506172839506,0.38333333333333336,0.3262411347517731,0.6547842405974083,-0.04686504947178863,0.5590994371482176,0.39399624765478425,0.04690431519699812
test,0.552137852137852,0.4474929455176905,0.4406991190771009,0.6926605504587156,0.5992063492063492,0.6425531914893617,0.5172413793103449,0.5405405405405406,0.5286343612334802,0.36904761904761907,0.5166666666666667,0.4305555555555556,0.7041198504105043,-0.04032948510965493,0.5655430711610487,0.40074906367041196,0.033707865168539325
