dataset,balanced_accuracy,qwk,spearman_r,precision_c1,recall_c1,f1_c1,precision_c2,recall_c2,f1_c2,precision_c3,recall_c3,f1_c3,precision_c4,recall_c4,f1_c4,precision_c5,recall_c5,f1_c5,ece,brier
val,0.29093960444416117,0.45841138934152137,0.516778870297575,0.5,0.02564102564102564,0.04878048780487805,0.5916030534351145,0.7276995305164319,0.6526315789473685,0.5849056603773585,0.7013574660633484,0.6378600823045267,0.0,0.0,0.0,0.0,0.0,0.0,0.02709802379673433,0.5694540897261159
test,0.2944732342543459,0.406046779386367,0.4192607522969292,0.3333333333333333,0.02631578947368421,0.04878048780487805,0.5325670498084292,0.6495327102803738,0.5852631578947368,0.5076923076923077,0.5945945945945946,0.5477178423236515,0.5,0.07692307692307693,0.13333333333333333,0.5,0.125,0.2,0.05464408486526717,0.6054079340251046
