dataset,balanced_accuracy,qwk,spearman_r,precision_c1,recall_c1,f1_c1,precision_c2,recall_c2,f1_c2,precision_c3,recall_c3,f1_c3,precision_c4,recall_c4,f1_c4,precision_c5,recall_c5,f1_c5,mae,loss,range_0_pct,range_1_pct,range_2_pct,range_3_pct,range_4_pct
val,0.4254307139974083,0.5276061366388296,0.534266934471853,0.4375,0.1794871794871795,0.2545454545454545,0.5622775800711743,0.7417840375586855,0.6396761133603239,0.5781990521327014,0.5520361990950227,0.5648148148148148,0.4,0.15384615384615385,0.2222222222222222,0.8,0.5,0.6153846153846154,0.5334492551676552,0.2184680696947266,0.5609756112098694,0.41088178753852844,0.026266416534781456,0.0018761726096272469,0.0
test,0.3173240969601029,0.48129841386942096,0.518612091763403,0.28,0.18421052631578946,0.2222222222222222,0.5666666666666667,0.7149532710280374,0.6322314049586777,0.596244131455399,0.5720720720720721,0.5839080459770115,0.25,0.11538461538461539,0.15789473684210525,0.0,0.0,0.0,0.5580681022186851,0.23718086521277268,0.5486891269683838,0.41385766863822937,0.03183520585298538,0.00561797758564353,0.0
