dataset,balanced_accuracy,qwk,spearman_r,precision_c1,recall_c1,f1_c1,precision_c2,recall_c2,f1_c2,precision_c3,recall_c3,f1_c3,precision_c4,recall_c4,f1_c4,precision_c5,recall_c5,f1_c5,ece,brier
val,0.3411573513479064,0.4857514402371498,0.49548741111329914,1.0,0.05128205128205128,0.0975609756097561,0.556910569105691,0.6431924882629108,0.5969498910675382,0.5485074626865671,0.665158371040724,0.6012269938650306,0.3333333333333333,0.09615384615384616,0.14925373134328357,1.0,0.25,0.4,0.013420339477270381,0.579118620507264
test,0.32017943536635124,0.4273222240554363,0.4593805823847586,0.0,0.0,0.0,0.5697674418604651,0.6869158878504673,0.6228813559322034,0.5595238095238095,0.6351351351351351,0.5949367088607594,0.5,0.15384615384615385,0.23529411764705882,1.0,0.125,0.2222222222222222,0.019758217132303094,0.5823556438016355
