dataset,balanced_accuracy,qwk,spearman_r,precision_c1,recall_c1,f1_c1,precision_c2,recall_c2,f1_c2,precision_c3,recall_c3,f1_c3,precision_c4,recall_c4,f1_c4,precision_c5,recall_c5,f1_c5,mae,loss,range_0_pct,range_1_pct,range_2_pct,range_3_pct,range_4_pct
val,0.33747689758460264,0.49552137132826124,0.4970926924952831,0.4444444444444444,0.10256410256410256,0.16666666666666666,0.5495867768595041,0.6244131455399061,0.5846153846153846,0.5426356589147286,0.6334841628959276,0.5845511482254697,0.2,0.07692307692307693,0.1111111111111111,0.5,0.25,0.3333333333333333,0.5444371217187305,0.22189989115686398,0.5309568643569946,0.4446529150009155,0.024390242993831635,0.0,0.0
test,0.3203883070705501,0.43692246282806124,0.46755145906917794,0.0,0.0,0.0,0.5658914728682171,0.6822429906542056,0.6186440677966102,0.563265306122449,0.6216216216216216,0.5910064239828694,0.47368421052631576,0.17307692307692307,0.2535211267605634,0.5,0.125,0.2,0.5577277434006166,0.2290050055873528,0.550561785697937,0.41385766863822937,0.028089888393878937,0.00749063678085804,0.0
