dataset,balanced_accuracy,qwk,spearman_r,precision_c1,recall_c1,f1_c1,precision_c2,recall_c2,f1_c2,precision_c3,recall_c3,f1_c3,precision_c4,recall_c4,f1_c4,precision_c5,recall_c5,f1_c5,ece,brier
val,0.3035492745310475,0.28840695498601865,0.2665307075788703,0.041666666666666664,0.02564102564102564,0.031746031746031744,0.43478260869565216,0.4225352112676056,0.42857142857142855,0.46638655462184875,0.502262443438914,0.48366013071895425,0.2,0.19230769230769232,0.19607843137254902,0.21428571428571427,0.375,0.2727272727272727,0.05103316265854898,0.6985522408719353
test,0.25090429261604863,0.2375377832701525,0.23102350507441938,0.09090909090909091,0.05263157894736842,0.06666666666666667,0.4897959183673469,0.4485981308411215,0.4682926829268293,0.45849802371541504,0.5225225225225225,0.4884210526315789,0.21052631578947367,0.23076923076923078,0.22018348623853212,0.0,0.0,0.0,0.04173564739440905,0.6931409133518709
