dataset,balanced_accuracy,qwk,spearman_r,precision_c1,recall_c1,f1_c1,precision_c2,recall_c2,f1_c2,precision_c3,recall_c3,f1_c3,mae,loss,range_0_pct,range_1_pct,range_2_pct
val,0.4362038832627067,0.2418090769960255,0.23784578702775344,0.5887445887445888,0.5396825396825397,0.5631469979296067,0.46638655462184875,0.502262443438914,0.48366013071895425,0.25,0.26666666666666666,0.25806451612903225,0.7365915221747493,0.3736785305262059,0.49343339587242024,0.4446529080675422,0.06191369606003752
test,0.43660803660803654,0.2378607928693095,0.22834613218924,0.5825688073394495,0.503968253968254,0.5404255319148936,0.45849802371541504,0.5225225225225225,0.4884210526315789,0.2698412698412698,0.2833333333333333,0.2764227642276423,0.7240041329173114,0.36449233958783667,0.4868913857677903,0.4550561797752809,0.05805243445692884
