dataset,balanced_accuracy,qwk,spearman_r,precision_c1,recall_c1,f1_c1,precision_c2,recall_c2,f1_c2,precision_c3,recall_c3,f1_c3,precision_c4,recall_c4,f1_c4,precision_c5,recall_c5,f1_c5,mae,loss,range_0_pct,range_1_pct,range_2_pct,range_3_pct,range_4_pct
val,0.31032492086758867,0.26431429415397834,0.23016633666100567,0.26666666666666666,0.10256410256410256,0.14814814814814814,0.42346938775510207,0.38967136150234744,0.4058679706601467,0.44140625,0.5113122171945701,0.47379454926624737,0.17647058823529413,0.17307692307692307,0.17475728155339806,0.2,0.375,0.2608695652173913,0.7610650523294875,0.39264792572937585,0.39774858951568604,0.49718573689460754,0.09568480402231216,0.009380863048136234,0.0
test,0.2936709402277528,0.2525548922391986,0.24020879890835112,0.07142857142857142,0.02631578947368421,0.038461538461538464,0.4789473684210526,0.4252336448598131,0.4504950495049505,0.45075757575757575,0.536036036036036,0.4897119341563786,0.20689655172413793,0.23076923076923078,0.21818181818181817,0.25,0.25,0.25,0.7125260852249374,0.3558841881234101,0.42134830355644226,0.47003746032714844,0.10299625247716904,0.00561797758564353,0.0
