dataset,balanced_accuracy,qwk,spearman_r,precision_c1,recall_c1,f1_c1,precision_c2,recall_c2,f1_c2,precision_c3,recall_c3,f1_c3,mae,loss,range_0_pct,range_1_pct,range_2_pct
val,0.5509504656563481,0.4695935974092783,0.47157220064463307,0.7047244094488189,0.7103174603174603,0.7075098814229249,0.5843621399176955,0.6425339366515838,0.6120689655172413,0.5,0.3,0.375,0.5236521605926427,0.21332975618163819,0.6360225140712945,0.33771106941838647,0.02626641651031895
test,0.5486486486486486,0.4810561122750334,0.4874414986415758,0.6948529411764706,0.75,0.7213740458015268,0.5938864628820961,0.6126126126126126,0.6031042128603105,0.5151515151515151,0.2833333333333333,0.3655913978494624,0.5380065522613596,0.2274687188060096,0.6404494382022472,0.3352059925093633,0.024344569288389514
