dataset,balanced_accuracy,qwk,spearman_r,precision_c1,recall_c1,f1_c1,precision_c2,recall_c2,f1_c2,precision_c3,recall_c3,f1_c3,mae,loss,range_0_pct,range_1_pct,range_2_pct
val,0.4957827575474634,0.43462519812097355,0.42325103372087736,0.6589147286821705,0.6746031746031746,0.6666666666666666,0.5043103448275862,0.5294117647058824,0.5165562913907285,0.3953488372093023,0.2833333333333333,0.3300970873786408,0.6094992851897878,0.2686537449400152,0.5703564727954972,0.41088180112570355,0.01876172607879925
test,0.46251251251251246,0.3444608124641083,0.3191529335536472,0.5940959409594095,0.6388888888888888,0.615678776290631,0.4713656387665198,0.481981981981982,0.4766146993318486,0.4444444444444444,0.26666666666666666,0.3333333333333333,0.6282945478453619,0.2860985195145625,0.5318352059925093,0.4400749063670412,0.028089887640449437
