dataset,balanced_accuracy,qwk,spearman_r,precision_c1,recall_c1,f1_c1,precision_c2,recall_c2,f1_c2,precision_c3,recall_c3,f1_c3,precision_c4,recall_c4,f1_c4,precision_c5,recall_c5,f1_c5,ece,brier
val,0.3474821022666921,0.49643015176339733,0.5218424135363836,0.4,0.20512820512820512,0.2711864406779661,0.5574912891986062,0.7511737089201878,0.64,0.5967741935483871,0.502262443438914,0.5454545454545454,0.21052631578947367,0.15384615384615385,0.17777777777777778,0.5,0.125,0.2,0.047053229296853384,0.5864475242956457
test,0.3112954085039673,0.4535698756413602,0.45623747860429964,0.19047619047619047,0.10526315789473684,0.13559322033898305,0.5195729537366548,0.6822429906542056,0.5898989898989899,0.5161290322580645,0.43243243243243246,0.47058823529411764,0.2619047619047619,0.21153846153846154,0.23404255319148937,0.25,0.125,0.16666666666666666,0.023717556916005238,0.6219362641864935
