dataset,balanced_accuracy,qwk,spearman_r,precision_c1,recall_c1,f1_c1,precision_c2,recall_c2,f1_c2,precision_c3,recall_c3,f1_c3,precision_c4,recall_c4,f1_c4,precision_c5,recall_c5,f1_c5,ece,brier
val,0.228275232086334,0.20361562589107507,0.22122597543403222,0.0,0.0,0.0,0.45564516129032256,0.5305164319248826,0.49023861171366595,0.47368421052631576,0.6108597285067874,0.5335968379446641,0.0,0.0,0.0,0.0,0.0,0.0,0.027938901225384005,0.6362572719408838
test,0.22919929275069464,0.19192681532304168,0.2144140581885568,0.0,0.0,0.0,0.4816326530612245,0.5514018691588785,0.514161220043573,0.45674740484429066,0.5945945945945946,0.5166340508806262,0.0,0.0,0.0,0.0,0.0,0.0,0.00885051570698054,0.6391508533593578
